8,573364,1.0,3.0270797175523034
8,2149668,3.0,3.05106366869219
8,1089184,3.0,2.5176852380480352
8,2465894,3.0,2.7911557006929972
8,534508,1.0,2.6754523401371366
8,992921,4.0,2.8444560911030146
8,595054,4.0,2.7803263196350416
8,1298304,4.0,3.6487354717506544
8,1661600,4.0,3.3743481504707753
8,553787,2.0,3.0110683899927873
8,1309839,3.0,2.7326461971366482
8,727242,1.0,0.7394260951294449
8,1437668,4.0,2.661044793358101
8,2170930,1.0,1.0
8,1780876,5.0,3.6435384515231175
8,9660,3.0,3.1197198135079076
8,2379200,4.0,2.9636354703497783
8,563186,5.0,2.8662773754462796
8,1539617,4.0,3.0506243711715175
8,1656839,1.0,2.849633990394623
8,2591126,4.0,3.7594252713689476
8,2455107,3.0,3.118657913302009
8,1079943,5.0,3.812101818457583
8,2308589,4.0,3.0642376521475176
8,254671,4.0,3.835476300494313
8,2633545,3.0,2.7667706189999177
8,1589111,2.0,3.521545119354685
8,320540,4.0,2.9544544678895734
8,1769901,3.0,3.3529286476293763
8,155279,3.0,2.3031976449907106
8,2448620,3.0,2.499839409596162
8,1922607,3.0,3.2620149308759316
8,1388257,3.0,2.723872412376648
8,613651,4.0,2.5396091069961604
8,900685,3.0,3.507507199842488
8,1962892,4.0,4.121819388374871
8,1588471,5.0,3.6296807572304703
8,152955,3.0,3.1301028297330764
8,1071775,3.0,3.328002969484939
8,2490049,2.0,2.968103379197895
8,1029578,4.0,3.370307639202875
8,1116113,4.0,3.558567135991513
8,400756,2.0,2.8917456966452875
8,1181035,5.0,3.280718139115504
8,2596310,1.0,2.915975207314615
8,1716520,2.0,3.5109592354637367
8,450465,3.0,2.8626575353653614
8,927007,4.0,2.3017554028421614
8,1703380,3.0,2.90342158943211
8,448155,4.0,2.9761075791537612
8,1598457,2.0,2.6855114127409982
8,807237,3.0,3.155592244479038
8,1089865,3.0,3.4609542957122432
8,1917585,3.0,3.647667819060826
8,760129,4.0,3.6367995907345696
8,500322,3.0,3.3274378509766143
8,1403170,1.0,3.2209101656913686
8,1631898,2.0,3.4650149835042825
8,1088920,4.0,2.898883820837656
8,1216843,1.0,2.547844499081693
8,394189,2.0,2.8037410156517115
8,1473381,5.0,3.8167414590765016
8,803330,4.0,3.238503493511111
8,1695799,4.0,2.987877605098218
8,556100,5.0,2.9633653365656856
8,1557449,4.0,3.2047782904380893
8,2090369,3.0,3.0878100805079582
8,2152930,2.0,2.4693834893952196
8,1335436,4.0,3.523852832320217
8,1466743,5.0,3.0412925776542727
8,264988,3.0,3.930758823728304
8,1471593,2.0,3.1000455702436165
8,1288346,1.0,2.233944530282035
8,867716,1.0,2.6365298579451317
8,2160334,2.0,3.762389292793942
8,2554933,3.0,3.096885987442326
8,1483852,5.0,3.1602942450013916
8,1581954,4.0,3.7138958590651012
8,1785017,2.0,2.6216714215187786
8,1265606,3.0,3.2652051756667815
8,1213065,3.0,3.3664266355358543
8,898979,1.0,2.831416581243488
8,1490775,4.0,3.138852088348501
8,2076079,1.0,2.844840492348155
8,637631,3.0,2.7864538854952623
8,1970495,3.0,3.2590557496625165
8,1962300,2.0,3.563332971198885
8,157806,4.0,4.162081283749693
8,1939221,3.0,3.350633201510165
8,964306,3.0,3.59584108201205
8,903378,3.0,3.3888747760633278
8,517335,1.0,1.9898738538140908
8,2406002,3.0,2.332707498905651
8,112790,3.0,3.0200145294422156
8,2051123,4.0,3.1452110498912766
8,1297899,4.0,3.3532868814102574
28,991725,3.0,3.5588647748004623
